,funded_amnt,funded_amnt_inv,loan_amnt,loan_status,title,dti,zip_code,addr_state,emp_length,policy_code
352241,18000.0,18000.0,18000.0,Fully Paid,Credit card refinancing,18.86,333xx,FL,5 years,1.0
2259430,18000.0,18000.0,18000.0,Current,Credit card refinancing,31.0,770xx,TX,2 years,1.0
1243336,7000.0,7000.0,7000.0,Fully Paid,Debt consolidation,15.55,930xx,CA,4 years,1.0
2195387,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,16.3,740xx,OK,10+ years,1.0
1004576,24800.0,24550.0,24800.0,Fully Paid,Debt consolidation,29.93,124xx,NY,5 years,1.0
1127032,1000.0,1000.0,1000.0,Fully Paid,Moving and relocation,16.06,074xx,NJ,2 years,1.0
696101,4000.0,4000.0,4000.0,Fully Paid,Credit card refinancing,16.8,139xx,NY,,1.0
711431,3000.0,3000.0,3000.0,Fully Paid,Debt consolidation,13.53,967xx,HI,< 1 year,1.0
1876637,21000.0,21000.0,21000.0,Fully Paid,me,10.43,210xx,MD,9 years,1.0
2243284,27975.0,27975.0,27975.0,Fully Paid,Credit card refinancing,20.05,787xx,TX,3 years,1.0
571698,30000.0,30000.0,30000.0,Charged Off,Debt consolidation,14.45,146xx,NY,10+ years,1.0
2114989,10000.0,10000.0,10000.0,Current,Credit card refinancing,31.96,750xx,TX,3 years,1.0
1833713,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,8.48,064xx,CT,10+ years,1.0
2075879,12800.0,12800.0,12800.0,Current,Credit card refinancing,30.71,864xx,AZ,2 years,1.0
305403,20000.0,20000.0,20000.0,Charged Off,Home improvement,25.34,553xx,MN,10+ years,1.0
2120768,15000.0,15000.0,15000.0,Current,Debt consolidation,8.72,330xx,FL,6 years,1.0
1129656,24000.0,24000.0,24000.0,Current,Credit card refinancing,17.39,920xx,CA,10+ years,1.0
584434,40000.0,40000.0,40000.0,Current,Debt consolidation,27.16,631xx,MO,8 years,1.0
2146702,12000.0,12000.0,12000.0,Current,Credit card refinancing,28.51,484xx,MI,< 1 year,1.0
1297163,9450.0,9450.0,9450.0,Fully Paid,Debt consolidation,14.49,490xx,MI,< 1 year,1.0
1390676,10000.0,10000.0,10000.0,Current,Debt consolidation,19.55,919xx,CA,,1.0
1321602,27000.0,27000.0,27000.0,Fully Paid,Credit card refinancing,7.05,606xx,IL,3 years,1.0
1540997,13725.0,13725.0,13725.0,Current,Debt consolidation,32.4,731xx,OK,,1.0
1593862,40000.0,40000.0,40000.0,Current,Debt consolidation,6.57,950xx,CA,1 year,1.0
2177471,11900.0,11900.0,11900.0,Fully Paid,Credit card refinancing,12.07,950xx,CA,< 1 year,1.0
633058,18000.0,18000.0,18000.0,Current,Business,20.99,900xx,CA,3 years,1.0
1939354,35000.0,33429.99663317958,35000.0,Fully Paid,debt consolidation,25.99,598xx,MT,7 years,1.0
1997257,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,8.72,232xx,VA,10+ years,1.0
1282696,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,14.24,030xx,NH,10+ years,1.0
1479244,20000.0,20000.0,20000.0,Current,Debt consolidation,4.24,601xx,IL,2 years,1.0
778662,15000.0,15000.0,15000.0,Current,Credit card refinancing,25.48,930xx,CA,8 years,1.0
1860555,25000.0,25000.0,25000.0,Fully Paid,Consolidation,20.36,402xx,KY,1 year,1.0
561343,2000.0,2000.0,2000.0,Current,Debt consolidation,33.92,540xx,WI,10+ years,1.0
705410,1000.0,1000.0,1000.0,Fully Paid,Other,19.01,144xx,NY,9 years,1.0
1668942,8400.0,8400.0,8400.0,Charged Off,Debt consolidation,27.28,902xx,CA,3 years,1.0
1814336,30000.0,30000.0,30000.0,Charged Off,Debt consolidation,11.17,076xx,NJ,10+ years,1.0
598936,19200.0,19200.0,19200.0,Current,Debt consolidation,13.74,936xx,CA,10+ years,1.0
1559027,28000.0,28000.0,28000.0,Current,Debt consolidation,9.47,894xx,NV,10+ years,1.0
2192329,15000.0,15000.0,15000.0,Current,Home improvement,15.16,342xx,FL,10+ years,1.0
1845634,15000.0,15000.0,15000.0,Fully Paid,Emergency Funds,28.35,300xx,GA,6 years,1.0
186044,28800.0,28800.0,28800.0,Fully Paid,Credit card refinancing,14.25,483xx,MI,10+ years,1.0
804555,16500.0,16500.0,16500.0,Current,Other,9.13,088xx,NJ,10+ years,1.0
990723,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,4.89,378xx,TN,10+ years,1.0
677857,20000.0,20000.0,20000.0,Current,Debt consolidation,22.33,070xx,NJ,6 years,1.0
2038029,25000.0,25000.0,25000.0,Fully Paid,Home buying,18.14,331xx,FL,10+ years,1.0
1074989,30000.0,30000.0,30000.0,Fully Paid,Debt consolidation,31.63,804xx,CO,10+ years,1.0
94516,17500.0,17500.0,17500.0,Fully Paid,Debt consolidation,16.24,271xx,NC,7 years,1.0
819729,32000.0,32000.0,32000.0,Current,Credit card refinancing,9.38,890xx,NV,8 years,1.0
1053339,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,21.2,112xx,NY,5 years,1.0
1675512,12000.0,12000.0,12000.0,Current,Debt consolidation,8.4,640xx,MO,10+ years,1.0
493428,30000.0,30000.0,30000.0,Current,Home improvement,15.18,037xx,NH,2 years,1.0
1378813,12500.0,12500.0,12500.0,Current,Debt consolidation,18.8,280xx,NC,1 year,1.0
1335026,9000.0,9000.0,9000.0,Fully Paid,Credit card refinancing,7.88,331xx,FL,10+ years,1.0
1618070,6000.0,6000.0,6000.0,Fully Paid,my loan,22.09,894xx,NV,10+ years,1.0
422046,3000.0,3000.0,3000.0,Fully Paid,Credit card refinancing,0.5,207xx,MD,2 years,1.0
1698434,10000.0,10000.0,10000.0,Fully Paid,Major purchase,32.51,200xx,DC,10+ years,1.0
907506,14000.0,14000.0,14000.0,Current,Debt consolidation,9.56,740xx,OK,10+ years,1.0
1049217,21000.0,21000.0,21000.0,Current,Debt consolidation,19.97,920xx,CA,10+ years,1.0
1544654,13000.0,13000.0,13000.0,Current,Credit card refinancing,22.18,852xx,AZ,4 years,1.0
954482,4000.0,4000.0,4000.0,Current,Debt consolidation,24.26,970xx,OR,10+ years,1.0
1668027,24000.0,24000.0,24000.0,Charged Off,Debt consolidation,22.52,386xx,MS,< 1 year,1.0
495266,10000.0,10000.0,10000.0,Current,Other,10.5,245xx,VA,10+ years,1.0
665426,7000.0,7000.0,7000.0,Current,Debt consolidation,9.18,336xx,FL,6 years,1.0
1215702,15425.0,15425.0,15425.0,Charged Off,Debt consolidation,21.63,432xx,OH,6 years,1.0
1993333,23400.0,23400.0,23400.0,Fully Paid,Debt consolidation,18.37,206xx,MD,2 years,1.0
253583,12725.0,12725.0,12725.0,Charged Off,Other,27.38,921xx,CA,10+ years,1.0
312950,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,9.44,080xx,NJ,5 years,1.0
1592037,10000.0,10000.0,10000.0,Current,Debt consolidation,24.78,953xx,CA,5 years,1.0
1628917,13750.0,13725.0,13750.0,Charged Off,Debt Consolidation,18.9,917xx,CA,2 years,1.0
2089004,24000.0,24000.0,24000.0,Current,Debt consolidation,10.31,977xx,OR,10+ years,1.0
1153778,20000.0,20000.0,20000.0,Current,Other,28.48,936xx,CA,5 years,1.0
2045555,24000.0,24000.0,24000.0,Current,Credit card refinancing,33.97,611xx,IL,,1.0
1870517,10000.0,10000.0,10000.0,Fully Paid,Debt Consolidation Loan,27.27,273xx,NC,1 year,1.0
288412,12200.0,12200.0,12200.0,Fully Paid,Debt consolidation,35.9,483xx,MI,4 years,1.0
465107,3000.0,3000.0,3000.0,Current,Other,30.7,605xx,IL,,1.0
990570,23700.0,23650.0,23700.0,Fully Paid,Debt consolidation,27.18,891xx,NV,10+ years,1.0
1178670,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,11.91,370xx,TN,10+ years,1.0
1632881,7000.0,6500.0,7000.0,Charged Off,Debt Consolidation,17.24,920xx,CA,10+ years,1.0
2028548,3200.0,3200.0,3200.0,Fully Paid,Debt consolidation,29.05,681xx,NE,5 years,1.0
1281662,20000.0,19950.0,20000.0,Fully Paid,Car financing,18.91,774xx,TX,3 years,1.0
1017414,4500.0,4500.0,4500.0,Fully Paid,Debt consolidation,13.57,232xx,VA,2 years,1.0
1938330,14000.0,13975.0,14000.0,Fully Paid,Consolidate,16.32,327xx,FL,3 years,1.0
663866,13850.0,13850.0,13850.0,Fully Paid,Debt consolidation,11.56,028xx,RI,3 years,1.0
1887522,2700.0,2700.0,2700.0,Fully Paid,despair,4.85,066xx,CT,5 years,1.0
858956,5500.0,5500.0,5500.0,Current,Credit card refinancing,12.62,891xx,NV,2 years,1.0
18514,8000.0,8000.0,8000.0,Fully Paid,Credit card refinancing,13.2,450xx,OH,9 years,1.0
650588,19200.0,19200.0,19200.0,Current,Moving and relocation,18.04,225xx,VA,10+ years,1.0
2206186,21000.0,21000.0,21000.0,Fully Paid,Credit card refinancing,28.72,318xx,GA,< 1 year,1.0
1100454,35000.0,35000.0,35000.0,Current,Debt consolidation,29.05,978xx,OR,10+ years,1.0
246946,15000.0,15000.0,15000.0,Charged Off,Credit card refinancing,19.68,537xx,WI,2 years,1.0
486014,40000.0,40000.0,40000.0,Current,Debt consolidation,19.17,283xx,NC,2 years,1.0
1401157,40000.0,40000.0,40000.0,Current,Debt consolidation,20.72,627xx,IL,10+ years,1.0
1092855,6000.0,6000.0,6000.0,Charged Off,Debt consolidation,5.83,331xx,FL,6 years,1.0
887829,1200.0,1200.0,1200.0,Current,Other,17.38,197xx,DE,,1.0
840582,3600.0,3600.0,3600.0,Current,Credit card refinancing,17.02,604xx,IL,9 years,1.0
47634,35000.0,35000.0,35000.0,Charged Off,Debt consolidation,22.54,172xx,PA,9 years,1.0
689891,15000.0,15000.0,15000.0,Fully Paid,Debt consolidation,26.21,773xx,TX,8 years,1.0
1064122,2500.0,2500.0,2500.0,Fully Paid,Credit card refinancing,13.95,928xx,CA,3 years,1.0
417583,12000.0,12000.0,12000.0,Charged Off,Debt consolidation,33.46,212xx,MD,10+ years,1.0
132293,4800.0,4800.0,4800.0,Fully Paid,Moving and relocation,22.62,465xx,IN,1 year,1.0
1008225,24000.0,24000.0,24000.0,Fully Paid,Credit card refinancing,23.09,773xx,TX,2 years,1.0
1035572,5325.0,5050.0,5325.0,Charged Off,Debt consolidation,16.03,371xx,TN,3 years,1.0
1002302,29425.0,29425.0,29425.0,Charged Off,Debt consolidation,24.49,400xx,KY,10+ years,1.0
2065669,35000.0,35000.0,35000.0,Current,Credit card refinancing,20.21,891xx,NV,3 years,1.0
629116,30000.0,30000.0,30000.0,Current,Debt consolidation,30.13,829xx,WY,10+ years,1.0
171802,8000.0,8000.0,8000.0,Fully Paid,Debt consolidation,7.43,029xx,RI,< 1 year,1.0
1618336,12000.0,12000.0,12000.0,Charged Off,Debt Consol,15.89,945xx,CA,7 years,1.0
1073200,9875.0,9875.0,9875.0,Fully Paid,Debt consolidation,43.63,744xx,OK,6 years,1.0
310276,8575.0,8575.0,8575.0,Fully Paid,Other,7.91,630xx,MO,1 year,1.0
2099802,32000.0,32000.0,32000.0,Current,Debt consolidation,18.88,960xx,CA,7 years,1.0
482971,12000.0,12000.0,12000.0,Current,Credit card refinancing,9.36,331xx,FL,1 year,1.0
1418238,40000.0,40000.0,40000.0,Current,Credit card refinancing,12.65,200xx,DC,4 years,1.0
1628394,2400.0,2400.0,2400.0,Fully Paid,Moving Loan,21.96,064xx,CT,< 1 year,1.0
1437367,12800.0,12800.0,12800.0,Current,Debt consolidation,21.78,801xx,CO,3 years,1.0
48523,14000.0,14000.0,14000.0,Charged Off,Debt consolidation,15.52,331xx,FL,2 years,1.0
1345517,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,19.16,112xx,NY,5 years,1.0
1071650,25000.0,25000.0,25000.0,Fully Paid,Debt consolidation,8.22,105xx,NY,10+ years,1.0
1900109,1500.0,1500.0,1500.0,Fully Paid,Personal Loan,11.9,551xx,MN,7 years,1.0
1503263,3000.0,3000.0,3000.0,Current,Other,32.78,765xx,TX,< 1 year,1.0
798325,15000.0,15000.0,15000.0,Current,Credit card refinancing,17.0,487xx,MI,10+ years,1.0
1608826,6000.0,6000.0,6000.0,Current,Debt consolidation,4.61,544xx,WI,7 years,1.0
689400,10000.0,10000.0,10000.0,Current,Debt consolidation,17.35,765xx,TX,6 years,1.0
881989,21000.0,21000.0,21000.0,Fully Paid,Debt consolidation,34.66,801xx,CO,< 1 year,1.0
39080,18000.0,18000.0,18000.0,Fully Paid,Debt consolidation,21.58,184xx,PA,5 years,1.0
1898766,28000.0,27750.0,28000.0,Fully Paid,credit card consoliduation,7.26,275xx,NC,10+ years,1.0
593514,11200.0,11200.0,11200.0,Current,Credit card refinancing,18.92,104xx,NY,2 years,1.0
1453375,20000.0,20000.0,20000.0,Current,Debt consolidation,12.42,334xx,FL,9 years,1.0
1939830,35000.0,35000.0,35000.0,Current,Home improvement,10.73,085xx,NJ,3 years,1.0
1607117,27500.0,27500.0,27500.0,Current,Debt consolidation,19.44,299xx,SC,9 years,1.0
1082494,24000.0,24000.0,24000.0,Current,Debt consolidation,29.75,967xx,HI,2 years,1.0
1490002,7900.0,7900.0,7900.0,Current,Debt consolidation,18.23,403xx,KY,10+ years,1.0
1573705,20000.0,20000.0,20000.0,Current,Debt consolidation,33.66,701xx,LA,< 1 year,1.0
355040,28000.0,28000.0,28000.0,Fully Paid,Credit card refinancing,15.16,405xx,KY,1 year,1.0
1434239,15900.0,15900.0,15900.0,Fully Paid,Debt consolidation,29.71,853xx,AZ,3 years,1.0
1603671,15600.0,15600.0,15600.0,Current,Credit card refinancing,10.47,900xx,CA,3 years,1.0
592096,20000.0,19975.0,20000.0,Current,Debt consolidation,8.31,405xx,KY,,1.0
2187201,3725.0,3725.0,3725.0,Current,Credit card refinancing,16.21,770xx,TX,5 years,1.0
887963,17600.0,17600.0,17600.0,Fully Paid,Debt consolidation,32.58,891xx,NV,10+ years,1.0
1791158,12000.0,12000.0,12000.0,Fully Paid,help loan,16.64,997xx,AK,10+ years,1.0
325755,31450.0,31450.0,31450.0,Fully Paid,Business,26.31,296xx,SC,5 years,1.0
1895724,10000.0,9950.0,10000.0,Fully Paid,personal,22.77,557xx,MN,6 years,1.0
1879998,9150.0,9150.0,9150.0,Fully Paid,Wedding expenses,13.76,700xx,LA,3 years,1.0
1057322,6000.0,6000.0,6000.0,Fully Paid,Debt consolidation,21.48,865xx,AZ,10+ years,1.0
1406921,7500.0,7500.0,7500.0,Current,Debt consolidation,9.83,206xx,MD,4 years,1.0
261809,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,8.59,190xx,PA,10+ years,1.0
2010068,11200.0,11200.0,11200.0,Current,Debt consolidation,10.93,074xx,NJ,6 years,1.0
2016809,40000.0,40000.0,40000.0,Fully Paid,Credit card refinancing,13.79,306xx,GA,9 years,1.0
61099,16000.0,16000.0,16000.0,Fully Paid,Debt consolidation,11.34,275xx,NC,< 1 year,1.0
1737784,14000.0,14000.0,14000.0,Current,Debt consolidation,24.68,272xx,NC,10+ years,1.0
1610893,21000.0,20975.0,21000.0,Current,Home buying,11.79,104xx,NY,2 years,1.0
1286865,9000.0,9000.0,9000.0,Fully Paid,Debt consolidation,16.38,463xx,IN,10+ years,1.0
1034967,15425.0,15425.0,15425.0,Fully Paid,Debt consolidation,37.7,937xx,CA,8 years,1.0
1146141,20000.0,20000.0,20000.0,Fully Paid,Credit card refinancing,7.69,100xx,NY,< 1 year,1.0
2188173,24900.0,24900.0,24900.0,Charged Off,Debt consolidation,34.54,956xx,CA,7 years,1.0
510285,40000.0,40000.0,40000.0,Charged Off,Credit card refinancing,9.25,802xx,CO,4 years,1.0
1567947,10000.0,10000.0,10000.0,Current,Debt consolidation,20.26,972xx,OR,< 1 year,1.0
1157618,12000.0,12000.0,12000.0,Charged Off,Debt consolidation,21.34,882xx,NM,9 years,1.0
587214,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,17.12,349xx,FL,1 year,1.0
103379,18000.0,17975.0,18000.0,Current,Credit card refinancing,22.34,610xx,IL,4 years,1.0
573852,15000.0,15000.0,15000.0,Current,Debt consolidation,31.47,534xx,WI,,1.0
1674170,25900.0,25900.0,25900.0,Current,Debt consolidation,8.76,112xx,NY,10+ years,1.0
883519,8500.0,8500.0,8500.0,Current,Other,26.95,435xx,OH,6 years,1.0
1368189,32000.0,32000.0,32000.0,Current,Debt consolidation,25.34,840xx,UT,< 1 year,1.0
1574306,15000.0,15000.0,15000.0,Charged Off,Other,36.6,782xx,TX,2 years,1.0
1696304,10500.0,10500.0,10500.0,Current,Home improvement,10.95,606xx,IL,10+ years,1.0
1604615,7200.0,7200.0,7200.0,Late (16-30 days),Debt consolidation,12.16,357xx,AL,5 years,1.0
357329,21000.0,21000.0,21000.0,Charged Off,Credit card refinancing,9.62,530xx,WI,3 years,1.0
289156,22775.0,22775.0,22775.0,Fully Paid,Debt consolidation,15.38,327xx,FL,10+ years,1.0
2065798,19200.0,19200.0,19200.0,Charged Off,Debt consolidation,26.99,925xx,CA,2 years,1.0
511459,12000.0,12000.0,12000.0,Fully Paid,Debt consolidation,3.4,787xx,TX,1 year,1.0
1207808,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,22.52,301xx,GA,3 years,1.0
1336646,10000.0,10000.0,10000.0,Charged Off,Debt consolidation,21.28,117xx,NY,5 years,1.0
1611167,30000.0,30000.0,30000.0,Current,Debt consolidation,67.76,731xx,OK,3 years,1.0
684887,9600.0,9600.0,9600.0,Late (31-120 days),Debt consolidation,28.52,378xx,TN,< 1 year,1.0
2108004,2000.0,2000.0,2000.0,Fully Paid,Debt consolidation,15.92,770xx,TX,1 year,1.0
331147,18225.0,18225.0,18225.0,Fully Paid,Debt consolidation,24.24,986xx,WA,< 1 year,1.0
974456,40000.0,40000.0,40000.0,Current,Debt consolidation,15.56,959xx,CA,5 years,1.0
320688,35000.0,35000.0,35000.0,Fully Paid,Business,22.81,677xx,KS,10+ years,1.0
1906489,20125.0,20125.0,20125.0,Fully Paid,Consolidation/Engagement Ring,17.63,958xx,CA,5 years,1.0
769926,20000.0,20000.0,20000.0,Current,Credit card refinancing,31.59,894xx,NV,10+ years,1.0
1027398,15000.0,15000.0,15000.0,Fully Paid,Credit card refinancing,16.38,921xx,CA,5 years,1.0
1863831,21000.0,21000.0,21000.0,Fully Paid,Revolvingdebtfree,12.91,970xx,OR,10+ years,1.0
1674109,2200.0,2200.0,2200.0,Current,Debt consolidation,30.64,325xx,FL,10+ years,1.0
648556,15400.0,15400.0,15400.0,Current,Debt consolidation,27.05,543xx,WI,10+ years,1.0
489071,20000.0,20000.0,20000.0,Current,Credit card refinancing,20.18,453xx,OH,10+ years,1.0
1222862,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,20.92,170xx,PA,3 years,1.0
1064163,23275.0,23275.0,23275.0,Current,,30.24,301xx,GA,3 years,1.0
307172,6000.0,6000.0,6000.0,Fully Paid,Credit card refinancing,27.78,719xx,AR,2 years,1.0
1400747,17000.0,17000.0,17000.0,Current,Credit card refinancing,23.93,974xx,OR,8 years,1.0
2129143,19200.0,19200.0,19200.0,Current,Credit card refinancing,13.2,083xx,NJ,7 years,1.0
936790,12000.0,12000.0,12000.0,Current,Debt consolidation,31.74,104xx,NY,10+ years,1.0
51883,35000.0,35000.0,35000.0,Fully Paid,Debt consolidation,15.46,333xx,FL,10+ years,1.0
1143293,1950.0,1950.0,1950.0,Fully Paid,Other,1.0,112xx,NY,2 years,1.0
241014,6000.0,6000.0,6000.0,Fully Paid,Credit card refinancing,9.28,184xx,PA,9 years,1.0
2013346,8000.0,8000.0,8000.0,Late (31-120 days),Moving and relocation,17.57,114xx,NY,2 years,1.0
2039187,37500.0,37500.0,37500.0,Current,Credit card refinancing,34.8,436xx,OH,1 year,1.0
2126488,2500.0,2500.0,2500.0,Current,Other,18.24,895xx,NV,,1.0
1574198,9800.0,9800.0,9800.0,Fully Paid,Debt consolidation,25.92,967xx,HI,1 year,1.0
566281,18000.0,18000.0,18000.0,Fully Paid,Credit card refinancing,23.69,968xx,HI,10+ years,1.0
910438,15000.0,15000.0,15000.0,Fully Paid,Moving and relocation,25.63,130xx,NY,1 year,1.0
120911,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,7.29,448xx,OH,8 years,1.0
2237359,17500.0,17500.0,17500.0,Fully Paid,Debt consolidation,14.01,923xx,CA,3 years,1.0
77923,11000.0,10900.0,11000.0,Current,Debt consolidation,18.82,863xx,AZ,3 years,1.0
921610,20800.0,20800.0,20800.0,In Grace Period,Credit card refinancing,6.55,070xx,NJ,< 1 year,1.0
1321845,24000.0,24000.0,24000.0,Fully Paid,Debt consolidation,19.4,941xx,CA,8 years,1.0
2004338,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,33.12,130xx,NY,3 years,1.0
1021935,5775.0,5775.0,5775.0,Fully Paid,Debt consolidation,15.6,432xx,OH,2 years,1.0
1512362,10000.0,10000.0,10000.0,Current,Debt consolidation,13.24,310xx,GA,9 years,1.0
464335,36000.0,36000.0,36000.0,Current,Business,17.42,606xx,IL,2 years,1.0
1125320,14500.0,14500.0,14500.0,Fully Paid,Debt consolidation,21.21,750xx,TX,,1.0
926975,4800.0,4800.0,4800.0,Fully Paid,Debt consolidation,11.64,415xx,KY,10+ years,1.0
173377,10000.0,10000.0,10000.0,Fully Paid,Credit card refinancing,14.33,917xx,CA,10+ years,1.0
1574057,13000.0,12750.0,13000.0,Current,Credit card refinancing,28.2,554xx,MN,1 year,1.0
2045259,35000.0,35000.0,35000.0,In Grace Period,Credit card refinancing,11.34,100xx,NY,10+ years,1.0
1994410,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,17.56,233xx,VA,< 1 year,1.0
915003,10000.0,10000.0,10000.0,Current,Debt consolidation,18.35,028xx,RI,10+ years,1.0
1062502,16000.0,15950.0,16000.0,Current,Debt consolidation,9.14,372xx,TN,10+ years,1.0
845457,8000.0,8000.0,8000.0,Current,Debt consolidation,9.91,443xx,OH,3 years,1.0
1575051,24000.0,24000.0,24000.0,Current,Debt consolidation,8.92,954xx,CA,10+ years,1.0
1706551,14400.0,14400.0,14400.0,Fully Paid,Credit card refinancing,24.35,800xx,CO,< 1 year,1.0
214946,27000.0,27000.0,27000.0,Fully Paid,Debt consolidation,26.37,913xx,CA,2 years,1.0
1448138,40000.0,40000.0,40000.0,Current,Debt consolidation,50.62,330xx,FL,3 years,1.0
1259126,17975.0,17975.0,17975.0,Charged Off,Home improvement,20.44,600xx,IL,9 years,1.0
2156989,8000.0,8000.0,8000.0,Current,Home improvement,15.46,329xx,FL,3 years,1.0
551204,12000.0,12000.0,12000.0,Fully Paid,Home buying,12.45,925xx,CA,< 1 year,1.0
2185224,40000.0,40000.0,40000.0,Charged Off,Other,9.36,379xx,TN,3 years,1.0
1286902,6000.0,6000.0,6000.0,Fully Paid,Credit card refinancing,25.23,488xx,MI,5 years,1.0
834407,20000.0,20000.0,20000.0,Current,Debt consolidation,4.74,117xx,NY,< 1 year,1.0
1792041,35000.0,34950.0,35000.0,Fully Paid,DEBT CONSOLIDATION,25.77,956xx,CA,8 years,1.0
1266147,6650.0,6650.0,6650.0,Charged Off,Debt consolidation,16.59,280xx,NC,,1.0
470892,16000.0,16000.0,16000.0,Current,Debt consolidation,20.38,841xx,UT,5 years,1.0
961166,35000.0,35000.0,35000.0,Charged Off,Debt consolidation,23.51,606xx,IL,5 years,1.0
1375758,24000.0,24000.0,24000.0,Current,Other,35.57,891xx,NV,2 years,1.0
445013,4500.0,4500.0,4500.0,Fully Paid,Debt consolidation,11.82,794xx,TX,< 1 year,1.0
1348048,4000.0,4000.0,4000.0,Fully Paid,Car Problems,22.1,770xx,TX,10+ years,1.0
556502,35000.0,34975.0,35000.0,Fully Paid,Debt consolidation,39.94,921xx,CA,4 years,1.0
1854399,10000.0,10000.0,10000.0,Charged Off,Debt consolidation,18.93,082xx,NJ,10+ years,1.0
613135,10200.0,10200.0,10200.0,Fully Paid,Debt consolidation,24.89,773xx,TX,10+ years,1.0
67210,20000.0,20000.0,20000.0,Current,Debt consolidation,13.23,953xx,CA,,1.0
589242,12000.0,12000.0,12000.0,Current,Business,27.0,908xx,CA,10+ years,1.0
2155519,3000.0,3000.0,3000.0,Current,Debt consolidation,6.67,900xx,CA,< 1 year,1.0
1039771,5000.0,4750.0,5000.0,Charged Off,Debt consolidation,26.87,895xx,NV,,1.0
1891152,15500.0,15500.0,15500.0,Fully Paid,Debt consolidation,18.7,995xx,AK,10+ years,1.0
1992976,24000.0,24000.0,24000.0,Current,Debt consolidation,12.84,705xx,LA,< 1 year,1.0
1432833,7000.0,7000.0,7000.0,Current,Credit card refinancing,16.3,926xx,CA,< 1 year,1.0
1124229,17475.0,17475.0,17475.0,Charged Off,Credit card refinancing,26.35,606xx,IL,1 year,1.0
1063790,25000.0,25000.0,25000.0,Current,Debt consolidation,11.45,351xx,AL,10+ years,1.0
696114,5500.0,5500.0,5500.0,Fully Paid,Credit card refinancing,28.31,953xx,CA,4 years,1.0
884421,5500.0,5500.0,5500.0,Current,Debt consolidation,11.53,925xx,CA,7 years,1.0
2094879,22000.0,22000.0,22000.0,Current,Debt consolidation,9.68,200xx,DC,10+ years,1.0
1822647,10150.0,10150.0,10150.0,Fully Paid,Getting it all in one basket....thanks,8.23,325xx,FL,10+ years,1.0
565924,20000.0,20000.0,20000.0,Fully Paid,Debt consolidation,24.57,344xx,FL,10+ years,1.0
864456,7500.0,7500.0,7500.0,Current,Debt consolidation,14.88,335xx,FL,2 years,1.0
1948950,27500.0,27500.0,27500.0,Current,Other,19.54,208xx,MD,5 years,1.0
932175,12000.0,12000.0,12000.0,Current,Debt consolidation,27.05,190xx,PA,4 years,1.0
1280432,18000.0,17950.0,18000.0,Fully Paid,Credit card refinancing,3.66,407xx,KY,7 years,1.0
1338185,12725.0,12725.0,12725.0,Fully Paid,Debt consolidation,23.59,191xx,PA,6 years,1.0
2245184,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,11.74,117xx,NY,1 year,1.0
526683,15000.0,15000.0,15000.0,Charged Off,Debt consolidation,29.34,700xx,LA,10+ years,1.0
2102586,10000.0,10000.0,10000.0,Current,Home improvement,5.77,797xx,TX,10+ years,1.0
1039849,5000.0,5000.0,5000.0,Fully Paid,Debt consolidation,29.51,206xx,MD,10+ years,1.0
19563,17500.0,17500.0,17500.0,Fully Paid,Debt consolidation,16.6,816xx,CO,10+ years,1.0
2045959,5000.0,5000.0,5000.0,Current,Home improvement,4.66,330xx,FL,5 years,1.0
1451569,23500.0,23250.0,23500.0,Current,Other,23.08,782xx,TX,7 years,1.0
1907233,6000.0,6000.0,6000.0,Fully Paid,Reliable and Timely Loan,5.57,113xx,NY,1 year,1.0
284471,24500.0,24500.0,24500.0,Charged Off,Debt consolidation,32.21,630xx,MO,3 years,1.0
241983,30000.0,30000.0,30000.0,Fully Paid,Credit card refinancing,27.72,212xx,MD,7 years,1.0
1475499,3200.0,3200.0,3200.0,Current,Major purchase,8.25,752xx,TX,10+ years,1.0
1026468,16000.0,16000.0,16000.0,Fully Paid,Credit card refinancing,31.2,347xx,FL,< 1 year,1.0
309683,10000.0,10000.0,10000.0,Fully Paid,Debt consolidation,15.94,139xx,NY,10+ years,1.0
693262,2400.0,2400.0,2400.0,Fully Paid,Home improvement,18.11,070xx,NJ,10+ years,1.0
1181761,10400.0,10400.0,10400.0,Fully Paid,Debt consolidation,11.12,553xx,MN,10+ years,1.0
1375072,4500.0,4500.0,4500.0,Current,Credit card refinancing,17.38,616xx,IL,,1.0
