,Amount Requested,Loan Title,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
8587466,32000.0,debt_consolidation,-1%,212xx,MD,< 1 year,0.0
23000987,2500.0,debt_consolidation,8.43%,334xx,FL,< 1 year,0.0
13185904,2500.0,debt_consolidation,13.52%,435xx,OH,5 years,0.0
3231412,40000.0,Home improvement,3.03%,021xx,MA,< 1 year,0.0
12867671,5000.0,debt_consolidation,43.21%,479xx,IN,< 1 year,0.0
20954986,1000.0,Other,3.45%,454xx,OH,< 1 year,0.0
23609153,10000.0,vacation,2%,606xx,IL,< 1 year,0.0
15664856,7500.0,Credit card refinancing,45.51%,912xx,CA,< 1 year,0.0
4261840,9500.0,Home improvement,4.61%,133xx,NY,< 1 year,0.0
11386600,18600.0,Other,100%,794xx,TX,< 1 year,0.0
205020,30000.0,debt_consolidation,34.19%,029xx,RI,7 years,0.0
4586867,20000.0,Home improvement,100%,751xx,TX,< 1 year,0.0
7403468,1000.0,major_purchase,6.77%,217xx,MD,< 1 year,0.0
21695874,4000.0,Other,3.02%,836xx,ID,< 1 year,0.0
7832160,9000.0,other,0%,117xx,NY,< 1 year,0.0
1395666,8000.0,debt_consolidation,57.17%,749xx,OK,< 1 year,0.0
9360840,60000.0,Business Loan,-1%,740xx,OK,< 1 year,0.0
5582396,20000.0,Debt consolidation,13.31%,308xx,GA,< 1 year,0.0
10013830,6000.0,Home improvement,388.92%,347xx,FL,< 1 year,0.0
20806674,28000.0,Credit card refinancing,14.51%,483xx,MI,< 1 year,0.0
18668977,18700.0,Debt consolidation,29.54%,032xx,NH,< 1 year,0.0
26147059,120000.0,Business Loan,-1%,481xx,MI,< 1 year,0.0
9009820,1500.0,car,29.08%,469xx,IN,< 1 year,0.0
11392638,10000.0,Other,25.12%,232xx,VA,< 1 year,0.0
15691806,2000.0,Other,44.11%,640xx,MO,< 1 year,0.0
1804189,25000.0,debt_consolidation,34.35%,925xx,CA,< 1 year,0.0
4392842,1000.0,moving,0%,347xx,FL,5 years,0.0
16659139,2500.0,Debt consolidation,8.36%,535xx,WI,,0.0
4666543,5000.0,Medical expenses,7.17%,738xx,OK,< 1 year,0.0
8980280,7000.0,debt_consolidation,66.73%,640xx,MO,,0.0
8551135,25000.0,other,29.5%,985xx,WA,< 1 year,0.0
22604980,1000.0,other,33.09%,342xx,FL,< 1 year,0.0
4007599,40000.0,Credit card refinancing,90.93%,070xx,NJ,< 1 year,0.0
15900329,12000.0,Debt consolidation,46.73%,973xx,OR,,0.0
10294128,50000.0,Business Loan,-1%,140xx,NY,< 1 year,0.0
21368961,15000.0,Debt consolidation,15.87%,334xx,FL,< 1 year,0.0
15228352,40000.0,Debt consolidation,20.41%,605xx,IL,1 year,0.0
2652925,17000.0,car,7.39%,481xx,MI,5 years,0.0
17526715,10000.0,Debt consolidation,41.43%,355xx,AL,< 1 year,0.0
26487121,1200.0,other,10.8%,023xx,MA,5 years,0.0
26040026,7500.0,debt_consolidation,24.57%,808xx,CO,5 years,0.0
11270795,18000.0,Other,9.44%,923xx,CA,< 1 year,0.0
18044330,15000.0,Moving and relocation,0%,949xx,CA,< 1 year,0.0
15289754,5000.0,Other,25.03%,480xx,MI,< 1 year,0.0
24715748,5000.0,credit_card,9.79%,100xx,NY,5 years,0.0
605895,7000.0,debt_consolidation,7.07%,604xx,IL,< 1 year,0.0
6673270,10000.0,Debt consolidation,51.12%,282xx,NC,< 1 year,0.0
7835111,35000.0,credit_card,40.14%,629xx,IL,< 1 year,0.0
24198781,3500.0,major_purchase,2.83%,752xx,TX,< 1 year,0.0
13045883,5000.0,Debt consolidation,41.11%,540xx,WI,< 1 year,0.0
7605393,10000.0,small_business,31.93%,303xx,GA,< 1 year,0.0
18190480,10000.0,Credit card refinancing,6.35%,222xx,VA,< 1 year,0.0
23909127,7000.0,car,2.58%,328xx,FL,< 1 year,0.0
7896561,35000.0,credit_card,45.22%,717xx,AR,< 1 year,0.0
6086077,40000.0,Debt consolidation,58.74%,647xx,MO,< 1 year,0.0
10390620,5000.0,Debt consolidation,11.95%,322xx,FL,< 1 year,0.0
15736455,8500.0,Other,1.05%,023xx,MA,< 1 year,0.0
17798505,3000.0,Credit card refinancing,12.35%,454xx,OH,< 1 year,0.0
7693460,30000.0,debt_consolidation,37.3%,305xx,GA,< 1 year,0.0
21459474,12500.0,Debt consolidation,38.93%,541xx,WI,< 1 year,0.0
3140337,15000.0,debt_consolidation,12%,781xx,TX,< 1 year,0.0
26427648,8500.0,Home improvement,18.05%,809xx,CO,< 1 year,0.0
6672497,4000.0,Other,12.97%,681xx,NE,< 1 year,0.0
16260193,3500.0,Credit card refinancing,11.12%,467xx,IN,< 1 year,0.0
4373909,35000.0,house,24.16%,319xx,GA,5 years,0.0
20256928,25000.0,Car financing,0.09%,104xx,NY,< 1 year,0.0
9448611,3000.0,debt_consolidation,26.91%,605xx,IL,< 1 year,0.0
367669,6500.0,debt_consolidation,2.6%,923xx,CA,< 1 year,0.0
1476516,3000.0,car,-1%,283xx,NC,< 1 year,0.0
15643266,5000.0,Other,52.92%,960xx,CA,< 1 year,0.0
6901356,1000.0,Debt consolidation,13.89%,341xx,FL,< 1 year,0.0
15974099,10000.0,Home buying,86.99%,015xx,MA,< 1 year,0.0
12955474,5000.0,Debt consolidation,13.17%,272xx,NC,< 1 year,0.0
14393475,6025.0,debt_consolidation,12.22%,024xx,MA,< 1 year,0.0
17428710,20000.0,Credit card refinancing,115.85%,082xx,NJ,< 1 year,0.0
1321860,10000.0,debt_consolidation,10.08%,980xx,WA,< 1 year,0.0
11507184,1000.0,Debt consolidation,0%,907xx,CA,< 1 year,0.0
27297239,5000.0,Debt consolidation,46.47%,614xx,IL,< 1 year,0.0
9630544,1000.0,moving,8.7%,323xx,FL,< 1 year,0.0
2415537,6000.0,Home improvement,22.92%,278xx,NC,< 1 year,0.0
5937005,3000.0,Credit card refinancing,31.17%,317xx,GA,< 1 year,0.0
27262386,1500.0,vacation,30.6%,920xx,CA,5 years,0.0
8831999,5000.0,other,1.04%,791xx,TX,10+ years,0.0
2781594,25000.0,moving,22.74%,351xx,AL,< 1 year,0.0
761642,1200.0,debt_consolidation,23.73%,047xx,ME,< 1 year,0.0
23738166,5000.0,medical,16.42%,606xx,IL,< 1 year,0.0
11166906,2500.0,Credit card refinancing,5.31%,601xx,IL,< 1 year,0.0
10969970,5000.0,Other,2.79%,063xx,CT,< 1 year,0.0
12770216,1500.0,medical,14.4%,200xx,DC,5 years,0.0
9932363,10000.0,Debt consolidation,22.14%,189xx,PA,< 1 year,0.0
3816911,20000.0,debt_consolidation,-1%,913xx,CA,< 1 year,0.0
18211713,2000.0,Other,4.86%,661xx,KS,< 1 year,0.0
3265835,5000.0,Debt consolidation,9.95%,241xx,VA,< 1 year,0.0
24705790,10000.0,debt_consolidation,22.67%,544xx,WI,< 1 year,0.0
19206057,5000.0,Debt consolidation,4.43%,786xx,TX,< 1 year,0.0
18289311,2000.0,Moving and relocation,196.94%,072xx,NJ,< 1 year,0.0
13819519,35000.0,credit_card,35.66%,550xx,MN,< 1 year,0.0
20091550,2000.0,Medical expenses,4.77%,475xx,IN,< 1 year,0.0
24465850,3000.0,Other,24.6%,917xx,CA,2 years,0.0
3336730,7000.0,Business,37.62%,321xx,FL,< 1 year,0.0
19711124,1000.0,Home buying,25.65%,972xx,OR,< 1 year,0.0
19322388,10000.0,Debt consolidation,18.04%,462xx,IN,3 years,0.0
24938146,30000.0,Debt consolidation,16.64%,232xx,VA,< 1 year,0.0
15719298,10000.0,Debt consolidation,83.7%,297xx,SC,< 1 year,0.0
16653353,1000.0,Credit card refinancing,10.65%,802xx,CO,< 1 year,0.0
17895048,5000.0,Home buying,22.87%,290xx,SC,< 1 year,0.0
19385339,5000.0,Debt consolidation,43.19%,148xx,NY,< 1 year,0.0
23357686,35000.0,credit_card,35.39%,394xx,MS,< 1 year,0.0
19737142,5000.0,Debt consolidation,100%,104xx,NY,< 1 year,0.0
23055978,1000.0,major_purchase,10.12%,305xx,GA,< 1 year,0.0
18946534,10000.0,Credit card refinancing,8.09%,178xx,PA,< 1 year,0.0
12827550,10550.0,Credit card refinancing,100%,916xx,CA,< 1 year,0.0
17870547,5000.0,Debt consolidation,6.41%,077xx,NJ,< 1 year,0.0
27444234,2500.0,debt_consolidation,16.9%,125xx,NY,< 1 year,0.0
10170287,4000.0,Home buying,14.35%,891xx,NV,< 1 year,0.0
21015097,15000.0,Debt consolidation,38.1%,662xx,KS,< 1 year,0.0
21204460,5000.0,Other,17.86%,339xx,FL,< 1 year,0.0
23861337,10000.0,major_purchase,16.89%,920xx,CA,< 1 year,0.0
18061065,15000.0,Debt consolidation,42.78%,750xx,TX,< 1 year,0.0
2622798,10000.0,debt_consolidation,44.01%,074xx,NJ,< 1 year,0.0
16866326,3500.0,Debt consolidation,32.75%,339xx,FL,< 1 year,0.0
13375950,10000.0,debt_consolidation,20.99%,604xx,IL,5 years,0.0
4468290,20000.0,Other,0.04%,208xx,MD,< 1 year,0.0
5876582,2000.0,Debt consolidation,0.19%,782xx,TX,< 1 year,0.0
6998910,25000.0,credit_card,14.88%,112xx,NY,< 1 year,0.0
7068839,22000.0,debt_consolidation,20.8%,951xx,CA,< 1 year,0.0
15057495,25000.0,Debt consolidation,31.93%,294xx,SC,< 1 year,0.0
13319943,5000.0,small_business,29.16%,634xx,MO,2 years,0.0
27412576,7000.0,debt_consolidation,37.32%,302xx,GA,< 1 year,0.0
3437569,20000.0,debt_consolidation,30.36%,453xx,OH,< 1 year,0.0
15757012,10000.0,Home improvement,15.51%,759xx,TX,< 1 year,0.0
23889863,5000.0,debt_consolidation,54.7%,313xx,GA,< 1 year,0.0
20713647,15000.0,Debt consolidation,1.87%,100xx,NY,< 1 year,0.0
6841030,11000.0,Debt consolidation,100%,662xx,KS,< 1 year,0.0
6877538,35000.0,Debt consolidation,36.16%,210xx,MD,< 1 year,0.0
5199258,4000.0,Home improvement,0%,719xx,AR,< 1 year,0.0
19790858,5300.0,major_purchase,7.19%,136xx,NY,< 1 year,0.0
16254214,19600.0,Car financing,100%,103xx,NY,< 1 year,0.0
26997233,2000.0,Home buying,23.82%,921xx,CA,< 1 year,0.0
12779640,7500.0,moving,37.56%,325xx,FL,5 years,0.0
25951790,2000.0,Medical expenses,23.32%,775xx,TX,< 1 year,0.0
19724398,2500.0,Home improvement,22.05%,081xx,NJ,< 1 year,0.0
7526113,5000.0,debt_consolidation,16.66%,553xx,MN,< 1 year,0.0
1187893,15000.0,Credit card refinancing,18.39%,074xx,NJ,,0.0
12390336,1000.0,home_improvement,0%,751xx,TX,,0.0
20076833,5000.0,Debt consolidation,25.9%,437xx,OH,< 1 year,0.0
7463230,6500.0,debt_consolidation,45.56%,972xx,OR,< 1 year,0.0
17265360,10000.0,Other,100%,334xx,FL,< 1 year,0.0
18162362,15000.0,Credit card refinancing,41.9%,278xx,NC,< 1 year,0.0
17264097,30000.0,Home improvement,7.47%,282xx,NC,< 1 year,0.0
15564823,20000.0,Home buying,21.17%,289xx,NC,< 1 year,0.0
14774691,5000.0,Medical expenses,27.02%,415xx,KY,,0.0
24649346,1000.0,Medical expenses,2.19%,334xx,FL,< 1 year,0.0
12542927,5000.0,other,15.31%,086xx,NJ,5 years,0.0
20032567,1000.0,Other,2.43%,303xx,GA,< 1 year,0.0
6974022,7000.0,Other,13.43%,852xx,AZ,< 1 year,0.0
18665680,19175.0,Car financing,100%,712xx,LA,< 1 year,0.0
22334484,5000.0,small_business,34%,069xx,CT,< 1 year,0.0
7989819,35000.0,credit_card,38.64%,019xx,MA,5 years,0.0
24847505,6000.0,Car financing,1.73%,421xx,KY,< 1 year,0.0
3705048,2000.0,Car financing,11.71%,444xx,OH,< 1 year,0.0
8296279,32500.0,debt_consolidation,36.03%,333xx,FL,< 1 year,0.0
16138738,5000.0,Home buying,243.57%,145xx,NY,< 1 year,0.0
23149854,15000.0,Business Loan,-1%,809xx,CO,< 1 year,0.0
19513528,1000.0,Other,0.59%,956xx,CA,< 1 year,0.0
10398516,1000.0,Home buying,24.46%,458xx,OH,< 1 year,0.0
10184146,4000.0,Debt consolidation,16.09%,600xx,IL,< 1 year,0.0
943309,20000.0,home_improvement,57.2%,295xx,SC,< 1 year,0.0
3132220,5000.0,Credit card refinancing,22.12%,104xx,NY,6 years,0.0
27447143,25000.0,car,0%,301xx,GA,< 1 year,0.0
23485000,10000.0,credit_card,8.38%,618xx,IL,< 1 year,0.0
25702709,1500.0,other,19.86%,357xx,AL,5 years,0.0
786047,6000.0,debt_consolidation,18.19%,456xx,OH,< 1 year,0.0
13478126,8000.0,credit_card,11.18%,838xx,ID,5 years,0.0
16833769,5000.0,Other,35.82%,719xx,AR,< 1 year,0.0
27192234,15000.0,debt_consolidation,34.16%,065xx,CT,5 years,0.0
15861034,1500.0,Other,5.71%,667xx,KS,< 1 year,0.0
10783480,7000.0,Debt consolidation,25.02%,550xx,MN,< 1 year,0.0
24277830,2000.0,debt_consolidation,-1%,923xx,CA,5 years,0.0
8346353,12000.0,car,6.12%,458xx,OH,< 1 year,0.0
8726517,5000.0,debt_consolidation,-1%,208xx,MD,< 1 year,0.0
21109108,20000.0,Business,14.84%,864xx,AZ,5 years,0.0
4522002,5000.0,Other,0%,342xx,FL,< 1 year,0.0
16450313,40000.0,Major purchase,28.05%,724xx,AR,< 1 year,0.0
14859728,5500.0,Credit card refinancing,16.34%,618xx,IL,< 1 year,0.0
6050101,8000.0,Debt consolidation,24.2%,551xx,MN,< 1 year,0.0
16845557,10000.0,Credit card refinancing,24.45%,333xx,FL,< 1 year,0.0
23701488,12000.0,debt_consolidation,28.02%,113xx,NY,< 1 year,0.0
16447338,6500.0,Debt consolidation,27.53%,762xx,TX,< 1 year,0.0
22611942,10000.0,debt_consolidation,72.51%,417xx,KY,< 1 year,0.0
19537327,10000.0,Major purchase,100%,078xx,NJ,< 1 year,0.0
9134820,25000.0,debt_consolidation,15.15%,395xx,MS,< 1 year,0.0
27130017,4000.0,car,9.48%,614xx,IL,,0.0
23459346,35000.0,debt_consolidation,24.67%,234xx,VA,< 1 year,0.0
13709017,10000.0,credit_card,64.48%,236xx,VA,,0.0
15738741,2000.0,Debt consolidation,0%,207xx,MD,,0.0
20341002,3000.0,Debt consolidation,3.07%,917xx,CA,< 1 year,0.0
19275393,10000.0,Debt consolidation,17.1%,448xx,OH,3 years,0.0
14354882,15000.0,credit_card,6.15%,720xx,AR,< 1 year,0.0
17369248,6000.0,Other,22.53%,631xx,MO,< 1 year,0.0
13762379,2000.0,other,0%,200xx,DC,,0.0
16001548,10000.0,Debt consolidation,54.8%,310xx,GA,< 1 year,0.0
1664010,18000.0,debt_consolidation,54.24%,368xx,AL,5 years,0.0
7913220,8000.0,other,23.19%,334xx,FL,< 1 year,0.0
21570531,10000.0,Debt consolidation,22.76%,786xx,TX,3 years,0.0
7638333,3000.0,debt_consolidation,43.59%,610xx,IL,< 1 year,0.0
11939913,1000.0,other,-1%,490xx,MI,< 1 year,0.0
7719036,8000.0,Business,31.8%,967xx,HI,1 year,0.0
24300296,16000.0,debt_consolidation,43.13%,370xx,TN,< 1 year,0.0
7420702,1000.0,other,6.87%,191xx,PA,< 1 year,0.0
14498843,5000.0,debt_consolidation,0%,940xx,CA,5 years,0.0
572716,1000.0,car,28.21%,301xx,GA,< 1 year,0.0
9964981,10000.0,Debt consolidation,31.22%,605xx,IL,< 1 year,0.0
21862719,5000.0,credit_card,18.67%,146xx,NY,< 1 year,0.0
15672269,5000.0,Other,7.22%,856xx,AZ,< 1 year,0.0
3915068,1500.0,debt_consolidation,5.2%,760xx,TX,< 1 year,0.0
16447459,5000.0,Major purchase,0%,286xx,NC,< 1 year,0.0
17644404,10000.0,Debt consolidation,12.61%,541xx,WI,< 1 year,0.0
26341371,10000.0,other,0.79%,112xx,NY,< 1 year,0.0
11430821,1000.0,Other,0.34%,750xx,TX,< 1 year,0.0
23730079,5000.0,home_improvement,27.39%,297xx,SC,,0.0
1384119,6000.0,debt_consolidation,24.13%,378xx,TN,< 1 year,0.0
9217659,35000.0,debt_consolidation,22.25%,104xx,NY,< 1 year,0.0
7065591,25000.0,major_purchase,20.4%,754xx,TX,< 1 year,0.0
15021229,40000.0,Debt consolidation,23.6%,952xx,CA,7 years,0.0
4083965,10000.0,credit_card,-1%,232xx,VA,5 years,0.0
1373167,3500.0,credit_card,6.07%,844xx,UT,< 1 year,0.0
6931681,10000.0,Debt consolidation,76.86%,917xx,CA,< 1 year,0.0
23415763,50000.0,Business Loan,-1%,652xx,MO,< 1 year,0.0
20687994,20000.0,Car financing,24.69%,201xx,VA,< 1 year,0.0
9623206,13000.0,debt_consolidation,16.68%,449xx,OH,< 1 year,0.0
19755449,18000.0,Debt consolidation,9.49%,330xx,FL,< 1 year,0.0
26715830,2500.0,Debt consolidation,28.78%,604xx,IL,< 1 year,0.0
2836416,5000.0,credit_card,37.75%,786xx,TX,5 years,0.0
9953088,35000.0,Other,13.74%,327xx,FL,< 1 year,0.0
15372829,30000.0,Debt consolidation,57%,331xx,FL,< 1 year,0.0
2822360,20000.0,vacation,32.4%,113xx,NY,< 1 year,0.0
19944267,5000.0,debt_consolidation,28.03%,104xx,NY,< 1 year,0.0
6039377,3000.0,Credit card refinancing,18.69%,606xx,IL,< 1 year,0.0
2745765,10000.0,credit_card,6.72%,113xx,NY,< 1 year,0.0
8812987,10000.0,debt_consolidation,0.89%,391xx,MS,< 1 year,0.0
2475847,15000.0,debt_consolidation,34.88%,283xx,NC,< 1 year,0.0
6249920,20000.0,Credit card refinancing,12.57%,322xx,FL,< 1 year,0.0
869329,1500.0,debt_consolidation,11.4%,207xx,MD,< 1 year,0.0
23494574,3500.0,other,3.46%,661xx,KS,< 1 year,0.0
19841962,10000.0,other,9.15%,770xx,TX,< 1 year,0.0
4668208,1500.0,Other,15%,704xx,LA,< 1 year,0.0
23324057,12000.0,house,14.27%,161xx,PA,< 1 year,0.0
2397755,35000.0,debt_consolidation,31.23%,312xx,GA,5 years,0.0
21569883,20000.0,Debt consolidation,46.36%,988xx,WA,< 1 year,0.0
11459554,10000.0,Home buying,18.36%,208xx,MD,< 1 year,0.0
25549423,8000.0,Debt consolidation,16.75%,322xx,FL,< 1 year,0.0
24389687,1500.0,other,30.86%,319xx,GA,< 1 year,0.0
227931,1500.0,other,142.4%,937xx,CA,1 year,0.0
3387847,3000.0,other,2.04%,594xx,MT,< 1 year,0.0
20956416,1500.0,Medical expenses,100%,338xx,FL,< 1 year,0.0
3384355,10000.0,debt_consolidation,-1%,475xx,IN,5 years,0.0
14579352,12000.0,other,103.38%,802xx,CO,< 1 year,0.0
4449624,3000.0,Car financing,37.76%,466xx,IN,< 1 year,0.0
24297683,5000.0,debt_consolidation,5.48%,951xx,CA,< 1 year,0.0
11071750,5000.0,Other,3.37%,465xx,IN,< 1 year,0.0
16065320,5000.0,Vacation,0.18%,923xx,CA,< 1 year,0.0
6945284,2000.0,Medical expenses,18.96%,207xx,MD,< 1 year,0.0
18016600,6000.0,Debt consolidation,23.54%,453xx,OH,< 1 year,0.0
8688735,1000.0,debt_consolidation,-1%,198xx,DE,< 1 year,0.0
22887699,14975.0,home_improvement,-1%,891xx,NV,< 1 year,0.0
4833734,1000.0,Home improvement,80.04%,347xx,FL,< 1 year,0.0
26655312,6000.0,home_improvement,26.3%,060xx,CT,5 years,0.0
17649148,15000.0,Major purchase,7.12%,463xx,IN,< 1 year,0.0
23427484,30000.0,other,17.79%,891xx,NV,< 1 year,0.0
212101,8000.0,home_improvement,2.88%,928xx,CA,8 years,0.0
9676218,10000.0,debt_consolidation,18.41%,295xx,SC,< 1 year,0.0
20128792,15000.0,Debt consolidation,43.24%,967xx,HI,< 1 year,0.0
13991390,2500.0,debt_consolidation,10.45%,377xx,TN,< 1 year,0.0
1266954,5000.0,car,31.85%,601xx,IL,< 1 year,0.0
3678715,10000.0,debt_consolidation,25.51%,292xx,SC,< 1 year,0.0
19485337,10000.0,Credit card refinancing,21.72%,481xx,MI,< 1 year,0.0
15381304,10000.0,Debt consolidation,100%,210xx,MD,< 1 year,0.0
1448412,1000.0,major_purchase,62.65%,392xx,MS,< 1 year,0.0
24097060,5000.0,debt_consolidation,45.9%,431xx,OH,< 1 year,0.0
1074108,300000.0,Business Loan,-1%,815xx,CO,< 1 year,0.0
13136787,3000.0,Debt consolidation,0%,464xx,IN,< 1 year,0.0
12235561,2000.0,Major purchase,100%,104xx,NY,< 1 year,0.0
6798698,5000.0,Car financing,15.76%,939xx,CA,< 1 year,0.0
9833747,5000.0,Debt consolidation,9.84%,207xx,MD,< 1 year,0.0
10952366,35000.0,Credit card refinancing,26.42%,600xx,IL,< 1 year,0.0
8528680,5000.0,debt_consolidation,15.46%,544xx,WI,< 1 year,0.0
7378187,6000.0,debt_consolidation,-1%,606xx,IL,< 1 year,0.0
10559081,3000.0,Other,10.13%,928xx,CA,< 1 year,0.0
922041,25000.0,debt_consolidation,12.67%,985xx,WA,5 years,0.0
9899482,15000.0,Debt consolidation,19.33%,160xx,PA,< 1 year,0.0
2783403,3000.0,other,39.3%,278xx,NC,< 1 year,0.0
338588,35000.0,debt_consolidation,26.59%,924xx,CA,< 1 year,0.0
22946849,10000.0,debt_consolidation,21.17%,230xx,VA,< 1 year,0.0
22820613,5000.0,moving,25.59%,432xx,OH,< 1 year,0.0
968059,15000.0,debt_consolidation,70.27%,217xx,MD,< 1 year,0.0
17284184,36425.0,Car financing,100%,958xx,CA,< 1 year,0.0
11847536,20000.0,debt_consolidation,30.65%,324xx,FL,< 1 year,0.0
18759288,10000.0,Car financing,2.5%,361xx,AL,< 1 year,0.0
14163010,15000.0,debt_consolidation,38.27%,793xx,TX,< 1 year,0.0
20707367,3000.0,Other,0%,030xx,NH,< 1 year,0.0
26038353,25000.0,medical,23.66%,857xx,AZ,,0.0
15916173,5000.0,Home buying,11.46%,465xx,IN,< 1 year,0.0
5984943,10500.0,Major purchase,3.2%,804xx,CO,< 1 year,0.0
21021162,10000.0,Credit card refinancing,22.61%,114xx,NY,< 1 year,0.0
24931224,5000.0,Vacation,35.29%,740xx,OK,< 1 year,0.0
3816036,20000.0,debt_consolidation,44.8%,131xx,NY,< 1 year,0.0
9831520,7000.0,Other,18.94%,112xx,NY,< 1 year,0.0
19094293,10000.0,Business,12.97%,773xx,TX,< 1 year,0.0
19074464,10000.0,Credit card refinancing,7.15%,799xx,TX,< 1 year,0.0
3075579,5000.0,debt_consolidation,-1%,191xx,PA,,0.0
1520213,5000.0,credit_card,13.28%,951xx,CA,< 1 year,0.0
24400513,25000.0,debt_consolidation,10.54%,377xx,TN,< 1 year,0.0
6813873,8000.0,Car financing,100%,327xx,FL,< 1 year,0.0
12433790,2000.0,Debt consolidation,15.29%,670xx,KS,< 1 year,0.0
16414435,5000.0,Other,0%,951xx,CA,< 1 year,0.0
20929127,3000.0,Other,100%,921xx,CA,< 1 year,0.0
1989792,3000.0,credit_card,45.66%,021xx,MA,5 years,0.0
2101294,3500.0,other,3.79%,954xx,CA,< 1 year,0.0
4922570,20000.0,Debt consolidation,83.9%,072xx,NJ,< 1 year,0.0
6592126,15000.0,Other,36.01%,745xx,OK,< 1 year,0.0
14693002,35000.0,Other,13.84%,038xx,NH,< 1 year,0.0
6987743,10000.0,Debt consolidation,11.73%,277xx,NC,< 1 year,0.0
19388136,1000.0,Other,35.28%,011xx,MA,< 1 year,0.0
8553874,25000.0,debt_consolidation,25.65%,600xx,IL,< 1 year,0.0
17579479,8000.0,Credit card refinancing,18.06%,327xx,FL,< 1 year,0.0
313918,15000.0,other,3.24%,302xx,GA,< 1 year,0.0
16692252,10000.0,Debt consolidation,95.37%,631xx,MO,< 1 year,0.0
6413124,40000.0,Debt consolidation,11.41%,338xx,FL,< 1 year,0.0
17193551,18000.0,Debt consolidation,20.51%,241xx,VA,< 1 year,0.0
26981290,1200.0,Other,311.08%,531xx,WI,< 1 year,0.0
15015674,3000.0,Debt consolidation,18.19%,993xx,WA,< 1 year,0.0
9886797,2500.0,Medical expenses,7.49%,397xx,MS,< 1 year,0.0
19769116,14000.0,Debt consolidation,4.57%,021xx,MA,< 1 year,0.0
4788026,5000.0,Credit card refinancing,22.59%,601xx,IL,< 1 year,0.0
25253167,2000.0,Home improvement,0%,850xx,AZ,< 1 year,0.0
20481485,5000.0,Credit card refinancing,0.35%,113xx,NY,< 1 year,0.0
6138553,10000.0,Debt consolidation,100%,381xx,TN,< 1 year,0.0
7100548,10000.0,debt_consolidation,28.94%,770xx,TX,< 1 year,0.0
5075977,1000.0,Other,2.46%,260xx,WV,< 1 year,0.0
22267126,75000.0,Business Loan,-1%,193xx,PA,< 1 year,0.0
20000796,10000.0,debt_consolidation,0.68%,083xx,NJ,,0.0
16575400,1500.0,Credit card refinancing,100%,882xx,NM,< 1 year,0.0
2448133,27000.0,major_purchase,43.99%,760xx,TX,< 1 year,0.0
3196111,5000.0,Other,23.36%,310xx,GA,< 1 year,0.0
9835594,1000.0,Debt consolidation,5.82%,165xx,PA,< 1 year,0.0
13471176,7500.0,other,17.96%,295xx,SC,,0.0
12108433,30000.0,house,0%,496xx,MI,5 years,0.0
10761200,8000.0,Other,1.35%,025xx,MA,,0.0
21621257,5000.0,Moving and relocation,16.5%,286xx,NC,< 1 year,0.0
2374823,35000.0,credit_card,44.86%,900xx,CA,5 years,0.0
3333335,5000.0,credit_card,5.37%,100xx,NY,< 1 year,0.0
3898240,35000.0,Home improvement,13.36%,305xx,GA,< 1 year,0.0
19192256,2500.0,Other,20.83%,985xx,WA,,0.0
14610828,5000.0,debt_consolidation,5.63%,441xx,OH,< 1 year,0.0
20511420,40000.0,Debt consolidation,19.74%,903xx,CA,< 1 year,0.0
6978205,10000.0,Credit card refinancing,15.78%,015xx,MA,< 1 year,0.0
455042,5000.0,house,0%,331xx,FL,< 1 year,0.0
27051799,15000.0,debt_consolidation,38.44%,750xx,TX,< 1 year,0.0
13454885,3000.0,Car financing,33.75%,797xx,TX,< 1 year,0.0
19480140,5000.0,Debt consolidation,0%,019xx,MA,< 1 year,0.0
3706949,40000.0,Credit card refinancing,52.93%,925xx,CA,< 1 year,0.0
12538943,3000.0,Other,7.97%,920xx,CA,< 1 year,0.0
17713828,5000.0,Other,100%,900xx,CA,< 1 year,0.0
18197662,8500.0,Debt consolidation,2.69%,750xx,TX,< 1 year,0.0
1817960,5000.0,debt_consolidation,41.26%,853xx,AZ,< 1 year,0.0
7964106,5000.0,credit_card,18.08%,137xx,NY,< 1 year,0.0
17928323,5000.0,Credit card refinancing,24.3%,939xx,CA,< 1 year,0.0
17188914,9375.0,Credit card refinancing,36.94%,741xx,OK,< 1 year,0.0
18790692,10000.0,Other,100%,880xx,NM,< 1 year,0.0
15147981,3000.0,Credit card refinancing,10.71%,380xx,TN,< 1 year,0.0
16413763,40000.0,Debt consolidation,19.21%,374xx,TN,< 1 year,0.0
3538797,10000.0,moving,28.58%,548xx,WI,< 1 year,0.0
19987014,20000.0,debt_consolidation,42.95%,655xx,MO,< 1 year,0.0
18215479,30000.0,Debt consolidation,41.29%,701xx,LA,< 1 year,0.0
22841645,5000.0,debt_consolidation,9.91%,029xx,RI,< 1 year,0.0
15187523,30000.0,Debt consolidation,28.02%,206xx,MD,< 1 year,0.0
10810361,5000.0,Credit card refinancing,11.15%,326xx,FL,< 1 year,0.0
11184759,3000.0,Debt consolidation,100%,040xx,ME,< 1 year,0.0
16239896,10000.0,Debt consolidation,12.6%,018xx,MA,< 1 year,0.0
21507136,7500.0,Medical expenses,0.7%,956xx,CA,< 1 year,0.0
16003969,10000.0,Debt consolidation,3.91%,107xx,NY,< 1 year,0.0
23524120,15000.0,car,0.66%,294xx,SC,< 1 year,0.0
